id;id_station;level_competence;last_assement;id_operateur
2450;44;0;22/04/2021;102
2587;43;0;22/04/2021;102
2724;42;0;22/04/2021;102
2861;41;0;22/04/2021;102
2998;40;0;22/04/2021;102
3135;39;0;22/04/2021;102
3272;38;1;22/04/2021;102
3409;37;0;22/04/2021;102
3547;36;1;22/04/2021;102
3685;35;0;22/04/2021;102
116;61;0;22/04/2021;104
253;60;0;22/04/2021;104
390;59;0;22/04/2021;104
527;58;0;22/04/2021;104
664;57;0;22/04/2021;104
801;56;0;22/04/2021;104
938;55;0;22/04/2021;104
1075;54;1;22/04/2021;104
1212;53;0;22/04/2021;104
1349;52;0;22/04/2021;104
1486;51;0;22/04/2021;104
1623;50;0;22/04/2021;104
1760;49;1;07/04/2023;104
1897;48;0;22/04/2021;104
2035;47;1;22/04/2021;104
2172;46;0;22/04/2021;104
2312;45;0;07/04/2023;104
2449;44;1;22/04/2021;104
2586;43;0;07/04/2023;104
2723;42;0;22/04/2021;104
2860;41;0;22/04/2021;104
2997;40;0;22/04/2021;104
3134;39;0;22/04/2021;104
3271;38;1;22/04/2021;104
3408;37;0;22/04/2021;104
3546;36;1;22/04/2021;104
3684;35;0;22/04/2021;104
115;61;0;22/04/2021;105
252;60;1;22/04/2021;105
389;59;0;22/04/2021;105
526;58;0;22/04/2021;105
663;57;0;22/04/2021;105
800;56;0;22/04/2021;105
937;55;0;22/04/2021;105
1074;54;1;22/04/2021;105
1211;53;0;22/04/2021;105
1348;52;1;22/04/2021;105
1485;51;0;22/04/2021;105
1622;50;0;22/04/2021;105
1759;49;1;22/04/2021;105
1896;48;0;22/04/2021;105
2034;47;0;22/04/2021;105
2171;46;0;22/04/2021;105
2311;45;0;22/04/2021;105
2448;44;0;22/04/2021;105
2585;43;0;22/04/2021;105
2722;42;0;22/04/2021;105
2859;41;0;22/04/2021;105
2996;40;0;22/04/2021;105
3133;39;0;22/04/2021;105
3270;38;1;22/04/2021;105
3407;37;0;22/04/2021;105
3545;36;1;22/04/2021;105
3683;35;0;22/04/2021;105
5;65;1;15/06/2022;107
114;61;0;22/04/2021;107
251;60;0;22/04/2021;107
388;59;0;22/04/2021;107
525;58;0;22/04/2021;107
662;57;0;22/04/2021;107
799;56;0;22/04/2021;107
936;55;0;22/04/2021;107
1073;54;0;22/04/2021;107
1210;53;0;22/04/2021;107
1347;52;0;22/04/2021;107
1484;51;0;22/04/2021;107
1621;50;0;22/04/2021;107
1758;49;0;22/04/2021;107
1895;48;0;22/04/2021;107
2033;47;0;22/04/2021;107
2170;46;0;22/04/2021;107
2310;45;0;22/04/2021;107
2447;44;0;22/04/2021;107
2584;43;0;22/04/2021;107
2721;42;0;22/04/2021;107
2858;41;0;22/04/2021;107
2995;40;0;22/04/2021;107
3132;39;0;22/04/2021;107
3269;38;1;22/04/2021;107
3406;37;0;22/04/2021;107
3544;36;1;22/04/2021;107
3682;35;0;22/04/2021;107
113;61;0;22/04/2021;108
250;60;0;22/04/2021;108
387;59;0;22/04/2021;108
524;58;0;22/04/2021;108
661;57;0;22/04/2021;108
798;56;0;22/04/2021;108
935;55;0;22/04/2021;108
1072;54;1;22/04/2021;108
1209;53;0;22/04/2021;108
1346;52;0;22/04/2021;108
1483;51;0;22/04/2021;108
1620;50;0;22/04/2021;108
1757;49;0;22/04/2021;108
1894;48;0;22/04/2021;108
2032;47;0;22/04/2021;108
2169;46;0;22/04/2021;108
2309;45;0;22/04/2021;108
2446;44;0;22/04/2021;108
2583;43;0;22/04/2021;108
2720;42;0;22/04/2021;108
2857;41;0;22/04/2021;108
2994;40;0;22/04/2021;108
3131;39;0;22/04/2021;108
3268;38;1;22/04/2021;108
3405;37;0;22/04/2021;108
3543;36;1;22/04/2021;108
3681;35;0;22/04/2021;108
1;66;1;13/04/2023;109
112;61;0;22/04/2021;109
249;60;0;22/04/2021;109
386;59;0;22/04/2021;109
523;58;0;22/04/2021;109
660;57;0;22/04/2021;109
797;56;0;22/04/2021;109
934;55;0;22/04/2021;109
1071;54;1;22/04/2021;109
1208;53;0;22/04/2021;109
1345;52;0;22/04/2021;109
1482;51;0;22/04/2021;109
1619;50;0;22/04/2021;109
1756;49;0;22/04/2021;109
1893;48;0;22/04/2021;109
2031;47;0;22/04/2021;109
2168;46;0;22/04/2021;109
2308;45;0;22/04/2021;109
2445;44;0;22/04/2021;109
2582;43;0;22/04/2021;109
2719;42;0;22/04/2021;109
2856;41;0;22/04/2021;109
2993;40;0;22/04/2021;109
3130;39;0;22/04/2021;109
3267;38;1;22/04/2021;109
3404;37;0;22/04/2021;109
3542;36;1;22/04/2021;109
3680;35;0;22/04/2021;109
4;65;1;15/06/2022;111
111;61;0;22/04/2021;111
248;60;0;22/04/2021;111
385;59;0;22/04/2021;111
522;58;0;22/04/2021;111
659;57;0;22/04/2021;111
796;56;0;22/04/2021;111
933;55;0;22/04/2021;111
1070;54;1;22/04/2021;111
1207;53;0;22/04/2021;111
1344;52;0;22/04/2021;111
1481;51;0;22/04/2021;111
1618;50;0;22/04/2021;111
1755;49;0;22/04/2021;111
1892;48;0;22/04/2021;111
2030;47;0;22/04/2021;111
2167;46;0;22/04/2021;111
2307;45;0;22/04/2021;111
2444;44;0;22/04/2021;111
2581;43;0;22/04/2021;111
2718;42;0;22/04/2021;111
2855;41;0;22/04/2021;111
2992;40;0;22/04/2021;111
3129;39;0;22/04/2021;111
3266;38;1;22/04/2021;111
3403;37;0;22/04/2021;111
3541;36;1;22/04/2021;111
3679;35;0;22/04/2021;111
110;61;0;22/04/2021;113
247;60;0;22/04/2021;113
384;59;0;22/04/2021;113
521;58;0;22/04/2021;113
658;57;0;22/04/2021;113
795;56;0;22/04/2021;113
932;55;0;22/04/2021;113
1069;54;0;22/04/2021;113
1206;53;0;22/04/2021;113
1343;52;0;22/04/2021;113
1480;51;0;22/04/2021;113
1617;50;0;22/04/2021;113
1754;49;0;22/04/2021;113
1891;48;0;22/04/2021;113
2029;47;0;22/04/2021;113
2166;46;0;22/04/2021;113
2306;45;0;22/04/2021;113
2443;44;0;22/04/2021;113
2580;43;0;22/04/2021;113
2717;42;0;22/04/2021;113
2854;41;0;22/04/2021;113
2991;40;0;22/04/2021;113
3128;39;0;22/04/2021;113
3265;38;1;22/04/2021;113
3402;37;0;22/04/2021;113
3540;36;1;22/04/2021;113
3678;35;0;22/04/2021;113
3;65;1;15/06/2022;114
109;61;0;22/04/2021;114
246;60;0;22/04/2021;114
383;59;0;22/04/2021;114
520;58;0;22/04/2021;114
657;57;0;22/04/2021;114
794;56;0;22/04/2021;114
931;55;0;22/04/2021;114
1068;54;1;22/04/2021;114
1205;53;0;22/04/2021;114
1342;52;1;22/04/2021;114
1479;51;0;22/04/2021;114
1616;50;0;22/04/2021;114
1753;49;1;22/04/2021;114
1890;48;0;22/04/2021;114
2028;47;0;22/04/2021;114
2165;46;0;22/04/2021;114
2305;45;0;22/04/2021;114
2442;44;0;22/04/2021;114
2579;43;0;22/04/2021;114
2716;42;0;22/04/2021;114
2853;41;0;22/04/2021;114
2990;40;0;22/04/2021;114
3127;39;0;22/04/2021;114
3264;38;1;22/04/2021;114
3401;37;0;22/04/2021;114
3539;36;1;22/04/2021;114
3677;35;0;22/04/2021;114
108;61;0;22/04/2021;117
245;60;0;22/04/2021;117
382;59;0;22/04/2021;117
519;58;0;22/04/2021;117
656;57;0;22/04/2021;117
793;56;0;22/04/2021;117
930;55;0;22/04/2021;117
1067;54;0;22/04/2021;117
1204;53;0;22/04/2021;117
1341;52;0;22/04/2021;117
1478;51;0;22/04/2021;117
1615;50;0;22/04/2021;117
1752;49;0;22/04/2021;117
1889;48;0;22/04/2021;117
2027;47;0;22/04/2021;117
2164;46;0;22/04/2021;117
2304;45;0;22/04/2021;117
2441;44;0;22/04/2021;117
2578;43;0;22/04/2021;117
2715;42;0;22/04/2021;117
2852;41;0;22/04/2021;117
2989;40;0;22/04/2021;117
3126;39;0;22/04/2021;117
3263;38;1;22/04/2021;117
3400;37;0;22/04/2021;117
3538;36;1;22/04/2021;117
3676;35;0;22/04/2021;117
107;61;0;22/04/2021;118
244;60;0;22/04/2021;118
381;59;0;22/04/2021;118
518;58;0;22/04/2021;118
655;57;0;22/04/2021;118
792;56;0;22/04/2021;118
929;55;0;22/04/2021;118
1066;54;0;22/04/2021;118
1203;53;0;22/04/2021;118
1340;52;0;22/04/2021;118
1477;51;0;22/04/2021;118
1614;50;0;22/04/2021;118
1751;49;0;22/04/2021;118
1888;48;0;22/04/2021;118
2026;47;0;22/04/2021;118
2163;46;0;22/04/2021;118
2303;45;0;22/04/2021;118
2440;44;0;22/04/2021;118
2577;43;0;22/04/2021;118
2714;42;0;22/04/2021;118
2851;41;0;22/04/2021;118
2988;40;0;22/04/2021;118
3125;39;0;22/04/2021;118
3262;38;1;22/04/2021;118
3399;37;0;22/04/2021;118
3537;36;1;22/04/2021;118
3675;35;0;22/04/2021;118
106;61;0;22/04/2021;121
243;60;0;22/04/2021;121
380;59;0;22/04/2021;121
517;58;0;22/04/2021;121
654;57;0;22/04/2021;121
791;56;0;22/04/2021;121
928;55;0;22/04/2021;121
1065;54;1;22/04/2021;121
1202;53;0;22/04/2021;121
1339;52;0;22/04/2021;121
1476;51;0;22/04/2021;121
1613;50;0;22/04/2021;121
1750;49;0;22/04/2021;121
1887;48;0;22/04/2021;121
2025;47;0;22/04/2021;121
2162;46;0;22/04/2021;121
2302;45;0;22/04/2021;121
2439;44;0;22/04/2021;121
2576;43;0;22/04/2021;121
2713;42;0;22/04/2021;121
2850;41;0;22/04/2021;121
2987;40;0;22/04/2021;121
3124;39;0;22/04/2021;121
3261;38;1;22/04/2021;121
3398;37;0;22/04/2021;121
3536;36;1;22/04/2021;121
3674;35;0;22/04/2021;121
105;61;0;22/04/2021;124
242;60;0;22/04/2021;124
379;59;0;22/04/2021;124
516;58;0;22/04/2021;124
653;57;0;22/04/2021;124
790;56;0;22/04/2021;124
927;55;0;22/04/2021;124
1064;54;1;22/04/2021;124
1201;53;0;22/04/2021;124
1338;52;0;22/04/2021;124
1475;51;0;22/04/2021;124
1612;50;0;22/04/2021;124
1749;49;0;22/04/2021;124
1886;48;0;22/04/2021;124
2024;47;0;22/04/2021;124
2161;46;0;22/04/2021;124
2301;45;0;22/04/2021;124
2438;44;0;22/04/2021;124
2575;43;0;22/04/2021;124
2712;42;0;22/04/2021;124
2849;41;0;22/04/2021;124
2986;40;0;22/04/2021;124
3123;39;0;22/04/2021;124
3260;38;1;22/04/2021;124
3397;37;0;22/04/2021;124
3535;36;1;22/04/2021;124
3673;35;0;22/04/2021;124
104;61;0;22/04/2021;126
241;60;0;22/04/2021;126
378;59;0;22/04/2021;126
515;58;0;22/04/2021;126
652;57;0;22/04/2021;126
789;56;0;22/04/2021;126
926;55;0;22/04/2021;126
1063;54;0;22/04/2021;126
1200;53;0;22/04/2021;126
1337;52;0;22/04/2021;126
1474;51;0;22/04/2021;126
1611;50;0;22/04/2021;126
1748;49;1;22/04/2021;126
1885;48;0;22/04/2021;126
2023;47;0;22/04/2021;126
2160;46;0;22/04/2021;126
2300;45;0;22/04/2021;126
2437;44;0;22/04/2021;126
2574;43;0;22/04/2021;126
2711;42;0;22/04/2021;126
2848;41;0;22/04/2021;126
2985;40;0;22/04/2021;126
3122;39;0;22/04/2021;126
3259;38;1;22/04/2021;126
3396;37;0;22/04/2021;126
3534;36;1;22/04/2021;126
3672;35;0;22/04/2021;126
103;61;0;22/04/2021;127
240;60;0;22/04/2021;127
377;59;0;22/04/2021;127
514;58;0;22/04/2021;127
651;57;0;22/04/2021;127
788;56;0;22/04/2021;127
925;55;0;22/04/2021;127
1062;54;1;22/04/2021;127
1199;53;0;22/04/2021;127
1336;52;0;22/04/2021;127
1473;51;0;22/04/2021;127
1610;50;0;22/04/2021;127
1747;49;0;22/04/2021;127
1884;48;0;22/04/2021;127
2022;47;0;22/04/2021;127
2159;46;0;22/04/2021;127
2299;45;0;22/04/2021;127
2436;44;0;22/04/2021;127
2573;43;0;22/04/2021;127
2710;42;0;22/04/2021;127
2847;41;0;22/04/2021;127
2984;40;0;22/04/2021;127
3121;39;0;22/04/2021;127
3258;38;1;22/04/2021;127
3395;37;0;22/04/2021;127
3533;36;1;22/04/2021;127
3671;35;0;22/04/2021;127
102;61;0;22/04/2021;128
239;60;0;22/04/2021;128
376;59;0;22/04/2021;128
513;58;0;22/04/2021;128
650;57;0;22/04/2021;128
787;56;0;22/04/2021;128
924;55;0;22/04/2021;128
1061;54;1;22/04/2021;128
1198;53;0;22/04/2021;128
1335;52;0;22/04/2021;128
1472;51;0;22/04/2021;128
1609;50;0;22/04/2021;128
1746;49;0;22/04/2021;128
1883;48;0;22/04/2021;128
2021;47;0;22/04/2021;128
2158;46;0;22/04/2021;128
2298;45;0;22/04/2021;128
2435;44;0;22/04/2021;128
2572;43;0;22/04/2021;128
2709;42;0;22/04/2021;128
2846;41;0;22/04/2021;128
2983;40;0;22/04/2021;128
3120;39;0;22/04/2021;128
3257;38;1;22/04/2021;128
3394;37;0;22/04/2021;128
3532;36;1;22/04/2021;128
3670;35;0;22/04/2021;128
101;61;0;22/04/2021;129
238;60;0;22/04/2021;129
375;59;0;22/04/2021;129
512;58;0;22/04/2021;129
649;57;0;22/04/2021;129
786;56;0;22/04/2021;129
923;55;0;22/04/2021;129
1060;54;1;22/04/2021;129
1197;53;0;22/04/2021;129
1334;52;0;22/04/2021;129
1471;51;0;22/04/2021;129
1608;50;0;22/04/2021;129
1745;49;1;22/04/2021;129
1882;48;0;22/04/2021;129
2020;47;0;22/04/2021;129
2157;46;0;22/04/2021;129
2297;45;0;22/04/2021;129
2434;44;0;22/04/2021;129
2571;43;0;22/04/2021;129
2708;42;0;22/04/2021;129
2845;41;0;22/04/2021;129
2982;40;0;22/04/2021;129
3119;39;0;22/04/2021;129
3256;38;1;22/04/2021;129
3393;37;0;22/04/2021;129
3531;36;1;22/04/2021;129
3669;35;0;22/04/2021;129
2;65;1;15/06/2022;132
100;61;0;22/04/2021;145
237;60;0;22/04/2021;145
374;59;0;22/04/2021;145
511;58;0;22/04/2021;145
648;57;0;22/04/2021;145
785;56;0;22/04/2021;145
922;55;0;22/04/2021;145
1059;54;0;22/04/2021;145
1196;53;0;22/04/2021;145
1333;52;0;22/04/2021;145
1470;51;0;22/04/2021;145
1607;50;0;22/04/2021;145
1744;49;1;22/04/2021;145
1881;48;0;22/04/2021;145
2019;47;0;22/04/2021;145
2156;46;0;22/04/2021;145
2296;45;0;22/04/2021;145
2433;44;0;22/04/2021;145
2570;43;0;22/04/2021;145
2707;42;0;22/04/2021;145
2844;41;0;22/04/2021;145
2981;40;0;22/04/2021;145
3118;39;0;22/04/2021;145
3255;38;1;22/04/2021;145
3392;37;0;22/04/2021;145
3530;36;1;22/04/2021;145
3668;35;0;22/04/2021;145
2018;47;1;04/10/2022;162
2295;45;1;04/10/2022;162
2294;45;1;04/10/2022;206
98;61;0;22/04/2021;211
235;60;0;22/04/2021;211
372;59;0;22/04/2021;211
509;58;0;22/04/2021;211
646;57;0;22/04/2021;211
783;56;0;22/04/2021;211
920;55;0;22/04/2021;211
1057;54;0;22/04/2021;211
1194;53;0;22/04/2021;211
1331;52;0;22/04/2021;211
1468;51;0;22/04/2021;211
1605;50;0;22/04/2021;211
1742;49;0;22/04/2021;211
1879;48;0;22/04/2021;211
2016;47;0;22/04/2021;211
2154;46;0;22/04/2021;211
2292;45;0;22/04/2021;211
2431;44;0;22/04/2021;211
2568;43;0;22/04/2021;211
2705;42;0;22/04/2021;211
2842;41;0;22/04/2021;211
2979;40;0;22/04/2021;211
3116;39;0;22/04/2021;211
3253;38;1;22/04/2021;211
3390;37;0;22/04/2021;211
3528;36;1;22/04/2021;211
3666;35;0;22/04/2021;211
97;61;0;22/04/2021;218
234;60;0;22/04/2021;218
371;59;0;22/04/2021;218
508;58;0;22/04/2021;218
645;57;0;22/04/2021;218
782;56;0;22/04/2021;218
919;55;0;22/04/2021;218
1056;54;0;22/04/2021;218
1193;53;0;22/04/2021;218
1330;52;0;22/04/2021;218
1467;51;0;22/04/2021;218
1604;50;0;22/04/2021;218
1741;49;0;22/04/2021;218
1878;48;0;22/04/2021;218
2015;47;1;22/04/2021;218
2153;46;0;22/04/2021;218
2291;45;1;22/04/2021;218
2430;44;1;22/04/2021;218
2567;43;0;22/04/2021;218
2704;42;0;22/04/2021;218
2841;41;0;22/04/2021;218
2978;40;0;22/04/2021;218
3115;39;0;22/04/2021;218
3252;38;1;22/04/2021;218
3389;37;0;22/04/2021;218
3527;36;1;22/04/2021;218
3665;35;0;22/04/2021;218
96;61;0;22/04/2021;224
233;60;0;22/04/2021;224
370;59;0;22/04/2021;224
507;58;0;22/04/2021;224
644;57;0;22/04/2021;224
781;56;0;22/04/2021;224
918;55;0;22/04/2021;224
1055;54;1;22/04/2021;224
1192;53;0;22/04/2021;224
1329;52;0;22/04/2021;224
1466;51;0;22/04/2021;224
1603;50;0;22/04/2021;224
1740;49;1;22/04/2021;224
1877;48;0;22/04/2021;224
2014;47;0;22/04/2021;224
2152;46;0;22/04/2021;224
2290;45;0;22/04/2021;224
2429;44;0;22/04/2021;224
2566;43;0;22/04/2021;224
2703;42;0;22/04/2021;224
2840;41;0;22/04/2021;224
2977;40;0;22/04/2021;224
3114;39;0;22/04/2021;224
3251;38;1;22/04/2021;224
3388;37;0;22/04/2021;224
3526;36;1;22/04/2021;224
3664;35;0;22/04/2021;224
95;61;0;22/04/2021;226
232;60;0;22/04/2021;226
369;59;0;22/04/2021;226
506;58;0;22/04/2021;226
643;57;0;22/04/2021;226
780;56;0;22/04/2021;226
917;55;0;22/04/2021;226
1054;54;1;22/04/2021;226
1191;53;0;22/04/2021;226
1328;52;0;22/04/2021;226
1465;51;0;22/04/2021;226
1602;50;0;22/04/2021;226
1739;49;0;22/04/2021;226
1876;48;0;22/04/2021;226
2013;47;0;22/04/2021;226
2151;46;0;22/04/2021;226
2289;45;0;22/04/2021;226
2428;44;0;22/04/2021;226
2565;43;0;22/04/2021;226
2702;42;0;22/04/2021;226
2839;41;0;22/04/2021;226
2976;40;0;22/04/2021;226
3113;39;0;22/04/2021;226
3250;38;1;22/04/2021;226
3387;37;0;22/04/2021;226
3525;36;1;22/04/2021;226
3663;35;0;22/04/2021;226
94;61;0;22/04/2021;227
231;60;0;22/04/2021;227
368;59;0;22/04/2021;227
505;58;0;22/04/2021;227
642;57;0;22/04/2021;227
779;56;0;22/04/2021;227
916;55;0;22/04/2021;227
1053;54;0;22/04/2021;227
1190;53;0;22/04/2021;227
1327;52;0;22/04/2021;227
1464;51;0;22/04/2021;227
1601;50;0;22/04/2021;227
1738;49;0;22/04/2021;227
1875;48;0;22/04/2021;227
2012;47;0;22/04/2021;227
2150;46;0;22/04/2021;227
2288;45;0;22/04/2021;227
2427;44;0;22/04/2021;227
2564;43;0;22/04/2021;227
2701;42;0;22/04/2021;227
2838;41;0;22/04/2021;227
2975;40;0;22/04/2021;227
3112;39;0;22/04/2021;227
3249;38;1;22/04/2021;227
3386;37;0;22/04/2021;227
3524;36;1;22/04/2021;227
3662;35;0;22/04/2021;227
93;61;0;22/04/2021;237
230;60;0;22/04/2021;237
367;59;0;22/04/2021;237
504;58;0;22/04/2021;237
641;57;0;22/04/2021;237
778;56;0;22/04/2021;237
915;55;0;22/04/2021;237
1052;54;1;22/04/2021;237
1189;53;0;22/04/2021;237
1326;52;0;22/04/2021;237
1463;51;0;22/04/2021;237
1600;50;0;22/04/2021;237
1737;49;0;22/04/2021;237
1874;48;0;22/04/2021;237
2011;47;0;22/04/2021;237
2149;46;0;22/04/2021;237
2287;45;0;22/04/2021;237
2426;44;0;22/04/2021;237
2563;43;0;22/04/2021;237
2700;42;0;22/04/2021;237
2837;41;0;22/04/2021;237
2974;40;0;22/04/2021;237
3111;39;0;22/04/2021;237
3248;38;1;22/04/2021;237
3385;37;0;22/04/2021;237
3523;36;1;22/04/2021;237
3661;35;0;22/04/2021;237
92;61;0;22/04/2021;242
229;60;0;22/04/2021;242
366;59;0;22/04/2021;242
503;58;0;22/04/2021;242
640;57;0;22/04/2021;242
777;56;0;22/04/2021;242
914;55;0;22/04/2021;242
1051;54;0;22/04/2021;242
1188;53;0;22/04/2021;242
1325;52;0;22/04/2021;242
1462;51;0;22/04/2021;242
1599;50;0;22/04/2021;242
1736;49;0;22/04/2021;242
1873;48;0;22/04/2021;242
2010;47;0;22/04/2021;242
2148;46;0;22/04/2021;242
2286;45;0;22/04/2021;242
2425;44;0;22/04/2021;242
2562;43;0;22/04/2021;242
2699;42;0;22/04/2021;242
2836;41;0;22/04/2021;242
2973;40;0;22/04/2021;242
3110;39;0;22/04/2021;242
3247;38;1;22/04/2021;242
3384;37;0;22/04/2021;242
3522;36;1;22/04/2021;242
3660;35;0;22/04/2021;242
91;61;0;22/04/2021;254
228;60;0;22/04/2021;254
365;59;0;22/04/2021;254
502;58;0;22/04/2021;254
639;57;0;22/04/2021;254
776;56;0;22/04/2021;254
913;55;0;22/04/2021;254
1050;54;0;22/04/2021;254
1187;53;0;22/04/2021;254
1324;52;0;22/04/2021;254
1461;51;0;22/04/2021;254
1598;50;0;22/04/2021;254
1735;49;0;22/04/2021;254
1872;48;1;22/04/2021;254
2009;47;1;22/04/2021;254
2147;46;0;22/04/2021;254
2285;45;1;22/04/2021;254
2424;44;1;22/04/2021;254
2561;43;1;22/04/2021;254
2698;42;0;22/04/2021;254
2835;41;0;22/04/2021;254
2972;40;0;22/04/2021;254
3109;39;0;22/04/2021;254
3246;38;1;22/04/2021;254
3383;37;0;22/04/2021;254
3521;36;1;22/04/2021;254
3659;35;0;22/04/2021;254
90;61;0;22/04/2021;259
227;60;0;22/04/2021;259
364;59;0;22/04/2021;259
501;58;0;22/04/2021;259
638;57;0;22/04/2021;259
775;56;0;22/04/2021;259
912;55;0;22/04/2021;259
1049;54;0;22/04/2021;259
1186;53;0;22/04/2021;259
1323;52;0;22/04/2021;259
1460;51;0;22/04/2021;259
1597;50;0;22/04/2021;259
1734;49;0;22/04/2021;259
1871;48;0;22/04/2021;259
2008;47;1;22/04/2021;259
2146;46;0;22/04/2021;259
2284;45;1;22/04/2021;259
2423;44;1;22/04/2021;259
2560;43;0;22/04/2021;259
2697;42;0;22/04/2021;259
2834;41;0;22/04/2021;259
2971;40;0;22/04/2021;259
3108;39;0;22/04/2021;259
3245;38;1;22/04/2021;259
3382;37;0;22/04/2021;259
3520;36;1;22/04/2021;259
3658;35;0;22/04/2021;259
89;61;0;22/04/2021;262
226;60;0;22/04/2021;262
363;59;0;22/04/2021;262
500;58;0;22/04/2021;262
637;57;0;22/04/2021;262
774;56;0;22/04/2021;262
911;55;0;22/04/2021;262
1048;54;0;22/04/2021;262
1185;53;0;22/04/2021;262
1322;52;0;22/04/2021;262
1459;51;0;22/04/2021;262
1596;50;0;22/04/2021;262
1733;49;0;22/04/2021;262
1870;48;0;22/04/2021;262
2007;47;0;22/04/2021;262
2145;46;0;22/04/2021;262
2283;45;0;22/04/2021;262
2422;44;0;22/04/2021;262
2559;43;0;22/04/2021;262
2696;42;0;22/04/2021;262
2833;41;0;22/04/2021;262
2970;40;0;22/04/2021;262
3107;39;0;22/04/2021;262
3244;38;1;22/04/2021;262
3381;37;0;22/04/2021;262
3519;36;1;22/04/2021;262
3657;35;0;22/04/2021;262
88;61;0;22/04/2021;275
225;60;0;22/04/2021;275
362;59;0;22/04/2021;275
499;58;0;22/04/2021;275
636;57;0;22/04/2021;275
773;56;0;22/04/2021;275
910;55;0;22/04/2021;275
1047;54;0;22/04/2021;275
1184;53;0;22/04/2021;275
1321;52;0;22/04/2021;275
1458;51;0;22/04/2021;275
1595;50;0;22/04/2021;275
1732;49;0;22/04/2021;275
1869;48;0;22/04/2021;275
2006;47;0;22/04/2021;275
2144;46;0;22/04/2021;275
2282;45;0;22/04/2021;275
2421;44;0;22/04/2021;275
2558;43;0;22/04/2021;275
2695;42;0;22/04/2021;275
2832;41;0;22/04/2021;275
2969;40;0;22/04/2021;275
3106;39;0;22/04/2021;275
3243;38;1;22/04/2021;275
3380;37;0;22/04/2021;275
3518;36;1;22/04/2021;275
3656;35;0;22/04/2021;275
87;61;0;22/04/2021;279
224;60;0;22/04/2021;279
361;59;0;22/04/2021;279
498;58;0;22/04/2021;279
635;57;0;22/04/2021;279
772;56;0;22/04/2021;279
909;55;0;22/04/2021;279
1046;54;1;22/04/2021;279
1183;53;0;22/04/2021;279
1320;52;0;22/04/2021;279
1457;51;0;22/04/2021;279
1594;50;0;22/04/2021;279
1731;49;1;22/04/2021;279
1868;48;0;22/04/2021;279
2005;47;0;22/04/2021;279
2143;46;0;22/04/2021;279
2281;45;0;22/04/2021;279
2420;44;0;22/04/2021;279
2557;43;0;22/04/2021;279
2694;42;0;22/04/2021;279
2831;41;0;22/04/2021;279
2968;40;0;22/04/2021;279
3105;39;0;22/04/2021;279
3242;38;1;22/04/2021;279
3379;37;0;22/04/2021;279
3517;36;1;22/04/2021;279
3655;35;0;22/04/2021;279
86;61;0;22/04/2021;281
223;60;0;22/04/2021;281
360;59;0;22/04/2021;281
497;58;0;22/04/2021;281
634;57;0;22/04/2021;281
771;56;0;22/04/2021;281
908;55;0;22/04/2021;281
1045;54;0;22/04/2021;281
1182;53;0;22/04/2021;281
1319;52;0;22/04/2021;281
1456;51;0;22/04/2021;281
1593;50;0;22/04/2021;281
1730;49;0;22/04/2021;281
1867;48;0;22/04/2021;281
2004;47;0;22/04/2021;281
2142;46;0;22/04/2021;281
2280;45;0;22/04/2021;281
2419;44;0;22/04/2021;281
2556;43;0;22/04/2021;281
2693;42;0;22/04/2021;281
2830;41;0;22/04/2021;281
2967;40;0;22/04/2021;281
3104;39;0;22/04/2021;281
3241;38;1;22/04/2021;281
3378;37;0;22/04/2021;281
3516;36;1;22/04/2021;281
3654;35;0;22/04/2021;281
85;61;0;22/04/2021;284
222;60;0;22/04/2021;284
359;59;0;22/04/2021;284
496;58;0;22/04/2021;284
633;57;0;22/04/2021;284
770;56;0;22/04/2021;284
907;55;0;22/04/2021;284
1044;54;0;22/04/2021;284
1181;53;0;22/04/2021;284
1318;52;0;22/04/2021;284
1455;51;0;22/04/2021;284
1592;50;0;22/04/2021;284
1729;49;0;22/04/2021;284
1866;48;0;22/04/2021;284
2003;47;0;22/04/2021;284
2141;46;0;22/04/2021;284
2279;45;0;22/04/2021;284
2418;44;0;22/04/2021;284
2555;43;0;22/04/2021;284
2692;42;0;22/04/2021;284
2829;41;0;22/04/2021;284
2966;40;0;22/04/2021;284
3103;39;0;22/04/2021;284
3240;38;1;22/04/2021;284
3377;37;0;22/04/2021;284
3515;36;1;22/04/2021;284
3653;35;0;22/04/2021;284
84;61;0;22/04/2021;285
221;60;0;22/04/2021;285
358;59;0;22/04/2021;285
495;58;0;22/04/2021;285
632;57;0;22/04/2021;285
769;56;0;22/04/2021;285
906;55;0;22/04/2021;285
1043;54;0;22/04/2021;285
1180;53;0;22/04/2021;285
1317;52;0;22/04/2021;285
1454;51;0;22/04/2021;285
1591;50;0;22/04/2021;285
1728;49;0;22/04/2021;285
1865;48;0;22/04/2021;285
2002;47;0;22/04/2021;285
2140;46;0;22/04/2021;285
2278;45;0;22/04/2021;285
2417;44;0;22/04/2021;285
2554;43;0;22/04/2021;285
2691;42;0;22/04/2021;285
2828;41;0;22/04/2021;285
2965;40;0;22/04/2021;285
3102;39;0;22/04/2021;285
3239;38;1;22/04/2021;285
3376;37;0;22/04/2021;285
3514;36;1;22/04/2021;285
3652;35;0;22/04/2021;285
83;61;0;22/04/2021;301
220;60;0;22/04/2021;301
357;59;0;22/04/2021;301
494;58;0;22/04/2021;301
631;57;0;22/04/2021;301
768;56;0;22/04/2021;301
